Year,SERIES,UNIT_MEASURE,Value
2000,Indeks crvene liste,Index,0.90047
2001,Indeks crvene liste,Index,0.90038
2002,Indeks crvene liste,Index,0.90028
2003,Indeks crvene liste,Index,0.90021
2004,Indeks crvene liste,Index,0.90024
2005,Indeks crvene liste,Index,0.90028
2006,Indeks crvene liste,Index,0.90028
2007,Indeks crvene liste,Index,0.90035
2008,Indeks crvene liste,Index,0.90039
2009,Indeks crvene liste,Index,0.90042
2010,Indeks crvene liste,Index,0.90045
2011,Indeks crvene liste,Index,0.90049
2012,Indeks crvene liste,Index,0.90053
2013,Indeks crvene liste,Index,0.90057
2014,Indeks crvene liste,Index,0.90062
2015,Indeks crvene liste,Index,0.90064
2016,Indeks crvene liste,Index,0.90067
2017,Indeks crvene liste,Index,0.9007
2018,Indeks crvene liste,Index,0.90074
2019,Indeks crvene liste,Index,0.9008
2020,Indeks crvene liste,Index,0.90081
