Year,Value,UNIT_MEASURE,SERIES
2000,20.14956,CON_USD_M,DC_TOF_WASHL
2001,43.995,CON_USD_M,DC_TOF_WASHL
2002,10.70413,CON_USD_M,DC_TOF_WASHL
2003,14.67445,CON_USD_M,DC_TOF_WASHL
2004,43.89724,CON_USD_M,DC_TOF_WASHL
2005,21.00883,CON_USD_M,DC_TOF_WASHL
2006,17.06004,CON_USD_M,DC_TOF_WASHL
2007,17.24927,CON_USD_M,DC_TOF_WASHL
2008,14.73173,CON_USD_M,DC_TOF_WASHL
2009,18.19714,CON_USD_M,DC_TOF_WASHL
2010,28.96376,CON_USD_M,DC_TOF_WASHL
2011,43.96096,CON_USD_M,DC_TOF_WASHL
2012,43.37348,CON_USD_M,DC_TOF_WASHL
2013,37.77209,CON_USD_M,DC_TOF_WASHL
2014,43.69131,CON_USD_M,DC_TOF_WASHL
2015,69.51713,CON_USD_M,DC_TOF_WASHL
2016,49.68914,CON_USD_M,DC_TOF_WASHL
2017,49.65471,CON_USD_M,DC_TOF_WASHL
2018,16.94918,CON_USD_M,DC_TOF_WASHL
2019,27.85823,CON_USD_M,DC_TOF_WASHL
2020,22.61613,CON_USD_M,DC_TOF_WASHL
2021,20.40756,CON_USD_M,DC_TOF_WASHL
2022,7.07725,CON_USD_M,DC_TOF_WASHL
