Year,Value,UNIT_MEASURE,SERIES
2003,61.59419,PER_1000000_POP,GB_POP_SCIERD
2004,63.42766,PER_1000000_POP,GB_POP_SCIERD
2005,67.1423,PER_1000000_POP,GB_POP_SCIERD
2006,178.23305,PER_1000000_POP,GB_POP_SCIERD
2007,198.03677,PER_1000000_POP,GB_POP_SCIERD
2012,160.13994,PER_1000000_POP,GB_POP_SCIERD
2013,233.86738,PER_1000000_POP,GB_POP_SCIERD
2014,292.38061,PER_1000000_POP,GB_POP_SCIERD
2015,365.22839,PER_1000000_POP,GB_POP_SCIERD
2016,419.99063,PER_1000000_POP,GB_POP_SCIERD
2017,485.42082,PER_1000000_POP,GB_POP_SCIERD
2018,471.2501,PER_1000000_POP,GB_POP_SCIERD
