Year,Value,UNIT_MEASURE,SERIES
2003,25,PT,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)
2004,25,PT,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)
2005,25,PT,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)
2006,25,PT,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)
2007,25,PT,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)
2008,25,PT,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)
2009,25,PT,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)
2010,25,PT,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)
2011,25,PT,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)
2012,25,PT,Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)
2000,0,NUMBER,Number of local breeds with unknown risk status (number)
2001,1,NUMBER,Number of local breeds with unknown risk status (number)
2002,1,NUMBER,Number of local breeds with unknown risk status (number)
2003,0,NUMBER,Number of local breeds with unknown risk status (number)
2004,0,NUMBER,Number of local breeds with unknown risk status (number)
2005,0,NUMBER,Number of local breeds with unknown risk status (number)
2006,15,NUMBER,Number of local breeds with unknown risk status (number)
2007,15,NUMBER,Number of local breeds with unknown risk status (number)
2008,15,NUMBER,Number of local breeds with unknown risk status (number)
2009,15,NUMBER,Number of local breeds with unknown risk status (number)
2010,15,NUMBER,Number of local breeds with unknown risk status (number)
2011,15,NUMBER,Number of local breeds with unknown risk status (number)
2012,15,NUMBER,Number of local breeds with unknown risk status (number)
2013,19,NUMBER,Number of local breeds with unknown risk status (number)
2014,19,NUMBER,Number of local breeds with unknown risk status (number)
2015,19,NUMBER,Number of local breeds with unknown risk status (number)
2016,19,NUMBER,Number of local breeds with unknown risk status (number)
2017,19,NUMBER,Number of local breeds with unknown risk status (number)
2018,19,NUMBER,Number of local breeds with unknown risk status (number)
2019,19,NUMBER,Number of local breeds with unknown risk status (number)
2020,19,NUMBER,Number of local breeds with unknown risk status (number)
2021,19,NUMBER,Number of local breeds with unknown risk status (number)
2022,19,NUMBER,Number of local breeds with unknown risk status (number)
2000,1,NUMBER,Number of local breeds (not extinct) (number)
2001,1,NUMBER,Number of local breeds (not extinct) (number)
2002,1,NUMBER,Number of local breeds (not extinct) (number)
2003,4,NUMBER,Number of local breeds (not extinct) (number)
2004,4,NUMBER,Number of local breeds (not extinct) (number)
2005,4,NUMBER,Number of local breeds (not extinct) (number)
2006,19,NUMBER,Number of local breeds (not extinct) (number)
2007,19,NUMBER,Number of local breeds (not extinct) (number)
2008,19,NUMBER,Number of local breeds (not extinct) (number)
2009,19,NUMBER,Number of local breeds (not extinct) (number)
2010,19,NUMBER,Number of local breeds (not extinct) (number)
2011,19,NUMBER,Number of local breeds (not extinct) (number)
2012,19,NUMBER,Number of local breeds (not extinct) (number)
2013,19,NUMBER,Number of local breeds (not extinct) (number)
2014,19,NUMBER,Number of local breeds (not extinct) (number)
2015,19,NUMBER,Number of local breeds (not extinct) (number)
2016,19,NUMBER,Number of local breeds (not extinct) (number)
2017,19,NUMBER,Number of local breeds (not extinct) (number)
2018,19,NUMBER,Number of local breeds (not extinct) (number)
2019,19,NUMBER,Number of local breeds (not extinct) (number)
2020,19,NUMBER,Number of local breeds (not extinct) (number)
2021,19,NUMBER,Number of local breeds (not extinct) (number)
2022,19,NUMBER,Number of local breeds (not extinct) (number)
