Year,Value,UNIT_MEASURE,SERIES
2003,25,Percent,ER_RSK_LBREDS
2004,25,Percent,ER_RSK_LBREDS
2005,25,Percent,ER_RSK_LBREDS
2006,25,Percent,ER_RSK_LBREDS
2007,25,Percent,ER_RSK_LBREDS
2008,25,Percent,ER_RSK_LBREDS
2009,25,Percent,ER_RSK_LBREDS
2010,25,Percent,ER_RSK_LBREDS
2011,25,Percent,ER_RSK_LBREDS
2012,25,Percent,ER_RSK_LBREDS
2000,0,Number,ER_UNK_LBREDN
2001,1,Number,ER_UNK_LBREDN
2002,1,Number,ER_UNK_LBREDN
2003,0,Number,ER_UNK_LBREDN
2004,0,Number,ER_UNK_LBREDN
2005,0,Number,ER_UNK_LBREDN
2006,15,Number,ER_UNK_LBREDN
2007,15,Number,ER_UNK_LBREDN
2008,15,Number,ER_UNK_LBREDN
2009,15,Number,ER_UNK_LBREDN
2010,15,Number,ER_UNK_LBREDN
2011,15,Number,ER_UNK_LBREDN
2012,15,Number,ER_UNK_LBREDN
2013,19,Number,ER_UNK_LBREDN
2014,19,Number,ER_UNK_LBREDN
2015,19,Number,ER_UNK_LBREDN
2016,19,Number,ER_UNK_LBREDN
2017,19,Number,ER_UNK_LBREDN
2018,19,Number,ER_UNK_LBREDN
2019,19,Number,ER_UNK_LBREDN
2020,19,Number,ER_UNK_LBREDN
2021,19,Number,ER_UNK_LBREDN
2022,19,Number,ER_UNK_LBREDN
2000,1,Number,ER_NOEX_LBREDN
2001,1,Number,ER_NOEX_LBREDN
2002,1,Number,ER_NOEX_LBREDN
2003,4,Number,ER_NOEX_LBREDN
2004,4,Number,ER_NOEX_LBREDN
2005,4,Number,ER_NOEX_LBREDN
2006,19,Number,ER_NOEX_LBREDN
2007,19,Number,ER_NOEX_LBREDN
2008,19,Number,ER_NOEX_LBREDN
2009,19,Number,ER_NOEX_LBREDN
2010,19,Number,ER_NOEX_LBREDN
2011,19,Number,ER_NOEX_LBREDN
2012,19,Number,ER_NOEX_LBREDN
2013,19,Number,ER_NOEX_LBREDN
2014,19,Number,ER_NOEX_LBREDN
2015,19,Number,ER_NOEX_LBREDN
2016,19,Number,ER_NOEX_LBREDN
2017,19,Number,ER_NOEX_LBREDN
2018,19,Number,ER_NOEX_LBREDN
2019,19,Number,ER_NOEX_LBREDN
2020,19,Number,ER_NOEX_LBREDN
2021,19,Number,ER_NOEX_LBREDN
2022,19,Number,ER_NOEX_LBREDN
