Year,Value,UNIT_MEASURE,SERIES
2014,86.0,Percent,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3)
2015,82.0,Percent,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3)
2016,78.0,Percent,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3)
2017,75.0,Percent,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3)
2018,73.0,Percent,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3)
2019,73.0,Percent,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3)
2020,72.0,Percent,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3)
2021,76.0,Percent,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3)
2022,75.0,Percent,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3)
2014,92.0,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2)
2015,88.0,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2)
2016,78.0,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2)
2017,80.0,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2)
2018,76.0,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2)
2019,68.0,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2)
2020,60.0,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2)
2021,63.0,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2)
2022,60.0,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2)
2008,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
2009,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
2010,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
2011,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
2012,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
2013,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
2014,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
2015,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
2016,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
2017,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
2018,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
2019,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)
