Year,Value,UNIT_MEASURE,SERIES
2000,12.67419,Postotak,DT_TDS_DECT
2001,11.979,Postotak,DT_TDS_DECT
2002,5.93503,Postotak,DT_TDS_DECT
2003,5.22393,Postotak,DT_TDS_DECT
2004,4.11623,Postotak,DT_TDS_DECT
2005,3.58475,Postotak,DT_TDS_DECT
2006,3.34136,Postotak,DT_TDS_DECT
2007,3.1481,Postotak,DT_TDS_DECT
2008,2.70532,Postotak,DT_TDS_DECT
2009,3.28689,Postotak,DT_TDS_DECT
2010,3.629,Postotak,DT_TDS_DECT
2011,3.68589,Postotak,DT_TDS_DECT
2012,4.4527,Postotak,DT_TDS_DECT
2013,7.053,Postotak,DT_TDS_DECT
2014,7.73086,Postotak,DT_TDS_DECT
2015,7.40867,Postotak,DT_TDS_DECT
2016,6.5877,Postotak,DT_TDS_DECT
2017,7.56039,Postotak,DT_TDS_DECT
2018,6.99986,Postotak,DT_TDS_DECT
