Year,Value,UNIT_MEASURE,SERIES
2014,,Tone,Reciklaža elektroničkog otpada (tone)
2015,,Tone,Reciklaža elektroničkog otpada (tone)
2016,,Tone,Reciklaža elektroničkog otpada (tone)
2017,,Tone,Reciklaža elektroničkog otpada (tone)
2018,,Tone,Reciklaža elektroničkog otpada (tone)
2019,,Tone,Reciklaža elektroničkog otpada (tone)
2014,,Kilogrami,"Reciklaža elektroničkog otpada, po stanovniku (Kg)"
2015,,Kilogrami,"Reciklaža elektroničkog otpada, po stanovniku (Kg)"
2016,,Kilogrami,"Reciklaža elektroničkog otpada, po stanovniku (Kg)"
2017,,Kilogrami,"Reciklaža elektroničkog otpada, po stanovniku (Kg)"
2018,,Kilogrami,"Reciklaža elektroničkog otpada, po stanovniku (Kg)"
2019,,Kilogrami,"Reciklaža elektroničkog otpada, po stanovniku (Kg)"
2014,,Postotak,"Reciklaža elektroničkog otpada, stopa (%)"
2012,0.0,Postotak,EN_MWT_RCYR
2014,0.0,Postotak,EN_MWT_RCYR
2015,0.0,Postotak,EN_MWT_RCYR
2016,0.0,Postotak,EN_MWT_RCYR
2017,0.0,Postotak,EN_MWT_RCYR
2014,0.0,Tone,EN_MWT_RCYV
2015,0.0,Tone,EN_MWT_RCYV
2016,0.0,Tone,EN_MWT_RCYV
2017,0.0,Tone,EN_MWT_RCYV
