Year,Value,UNIT_MEASURE,SERIES
2006,199.34791,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2007,158.43675,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2008,136.39798,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2009,198.30045,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2010,234.77573,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2011,230.76883,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2012,221.64994,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2013,454.08101,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2014,531.42066,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2015,79.26846,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2016,64.90337,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2017,208.68192,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2018,174.57307,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2019,258.83735,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2020,148.96845,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2021,300.64086,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2022,37.49506,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (obveze) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2006,77.25936,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2007,91.99096,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2008,115.67267,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2009,101.09137,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2010,124.57121,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2011,292.58567,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2012,312.12783,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2013,247.14054,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2014,248.69261,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2015,156.66325,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2016,228.75341,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2017,229.35267,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2018,201.95439,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2019,204.05818,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2020,269.22837,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2021,263.2915,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2022,170.11841,Milioni konstantni američki dolari,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
