Year,Value,UNIT_MEASURE,SERIES
2000,28.3947,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2001,25.8596,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2002,22.2307,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2003,20.4509,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2004,20.2156,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2005,18.1571,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2006,16.704,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2007,17.0256,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2008,14.2191,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2009,12.0759,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2010,10.6094,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2011,10.5031,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2012,10.7143,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2013,10.7705,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2014,11.3539,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2015,10.9795,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2016,10.7846,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2017,11.0053,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2018,11.047,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2019,11.3881,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2020,9.5473,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2021,10.4778,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
2022,10.547,Postotak,Količina doznaka (u američkim dolarima) kao udio u ukupnom iznosu BDP-a
