Year,Value,UNIT_MEASURE,SERIES
2003,25,Postotak,ER_RSK_LBREDS
2004,25,Postotak,ER_RSK_LBREDS
2005,25,Postotak,ER_RSK_LBREDS
2006,25,Postotak,ER_RSK_LBREDS
2007,25,Postotak,ER_RSK_LBREDS
2008,25,Postotak,ER_RSK_LBREDS
2009,25,Postotak,ER_RSK_LBREDS
2010,25,Postotak,ER_RSK_LBREDS
2011,25,Postotak,ER_RSK_LBREDS
2012,25,Postotak,ER_RSK_LBREDS
2000,0,Broj,ER_UNK_LBREDN
2001,1,Broj,ER_UNK_LBREDN
2002,1,Broj,ER_UNK_LBREDN
2003,0,Broj,ER_UNK_LBREDN
2004,0,Broj,ER_UNK_LBREDN
2005,0,Broj,ER_UNK_LBREDN
2006,15,Broj,ER_UNK_LBREDN
2007,15,Broj,ER_UNK_LBREDN
2008,15,Broj,ER_UNK_LBREDN
2009,15,Broj,ER_UNK_LBREDN
2010,15,Broj,ER_UNK_LBREDN
2011,15,Broj,ER_UNK_LBREDN
2012,15,Broj,ER_UNK_LBREDN
2013,19,Broj,ER_UNK_LBREDN
2014,19,Broj,ER_UNK_LBREDN
2015,19,Broj,ER_UNK_LBREDN
2016,19,Broj,ER_UNK_LBREDN
2017,19,Broj,ER_UNK_LBREDN
2018,19,Broj,ER_UNK_LBREDN
2019,19,Broj,ER_UNK_LBREDN
2020,19,Broj,ER_UNK_LBREDN
2021,19,Broj,ER_UNK_LBREDN
2022,19,Broj,ER_UNK_LBREDN
2000,1,Broj,ER_NOEX_LBREDN
2001,1,Broj,ER_NOEX_LBREDN
2002,1,Broj,ER_NOEX_LBREDN
2003,4,Broj,ER_NOEX_LBREDN
2004,4,Broj,ER_NOEX_LBREDN
2005,4,Broj,ER_NOEX_LBREDN
2006,19,Broj,ER_NOEX_LBREDN
2007,19,Broj,ER_NOEX_LBREDN
2008,19,Broj,ER_NOEX_LBREDN
2009,19,Broj,ER_NOEX_LBREDN
2010,19,Broj,ER_NOEX_LBREDN
2011,19,Broj,ER_NOEX_LBREDN
2012,19,Broj,ER_NOEX_LBREDN
2013,19,Broj,ER_NOEX_LBREDN
2014,19,Broj,ER_NOEX_LBREDN
2015,19,Broj,ER_NOEX_LBREDN
2016,19,Broj,ER_NOEX_LBREDN
2017,19,Broj,ER_NOEX_LBREDN
2018,19,Broj,ER_NOEX_LBREDN
2019,19,Broj,ER_NOEX_LBREDN
2020,19,Broj,ER_NOEX_LBREDN
2021,19,Broj,ER_NOEX_LBREDN
2022,19,Broj,ER_NOEX_LBREDN
