Year,Value,UNIT_MEASURE,SERIES
2000,20.14956,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2001,43.995,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2002,10.70413,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2003,14.67445,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2004,43.89724,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2005,21.00883,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2006,17.06004,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2007,17.24927,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2008,14.73173,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2009,18.19714,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2010,28.96376,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2011,43.96096,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2012,43.37348,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2013,37.77209,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2014,43.69131,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2015,69.51713,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2016,49.68914,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2017,49.65471,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2018,16.94918,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2019,27.85823,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2020,22.61613,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2021,20.40756,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
2022,7.07725,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto izdaci) za vodoopskrbu i kanalizaciju, prema zemljama primateljima (milioni američkih dolara konstanta 2022.)"
