Year,SERIES,UNIT_MEASURE,Value
2000,NY_GDP_PCAP,Percent,4.75
2001,NY_GDP_PCAP,Percent,2.04
2002,NY_GDP_PCAP,Percent,4.94
2003,NY_GDP_PCAP,Percent,4.23
2004,NY_GDP_PCAP,Percent,7.37
2005,NY_GDP_PCAP,Percent,5.13
2006,NY_GDP_PCAP,Percent,6.35
2007,NY_GDP_PCAP,Percent,7.19
2008,NY_GDP_PCAP,Percent,7.17
2009,NY_GDP_PCAP,Percent,-1.36
2010,NY_GDP_PCAP,Percent,2.63
2011,NY_GDP_PCAP,Percent,2.79
2012,NY_GDP_PCAP,Percent,1.03
2013,NY_GDP_PCAP,Percent,3.96
2014,NY_GDP_PCAP,Percent,2.47
2015,NY_GDP_PCAP,Percent,4.46
2016,NY_GDP_PCAP,Percent,4.43
2017,NY_GDP_PCAP,Percent,4.4
2018,NY_GDP_PCAP,Percent,4.96
2019,NY_GDP_PCAP,Percent,4.04
2020,NY_GDP_PCAP,Percent,-1.88
2021,NY_GDP_PCAP,Percent,8.9
2022,NY_GDP_PCAP,Percent,5.3
