Year,SERIES,UNIT_MEASURE,Value
2000,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.50427
2001,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.93125
2002,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.13714
2003,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.25946
2004,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.23321
2005,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.1206
2006,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.14395
2007,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.10574
2008,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.0942
2009,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.06307
2010,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.14942
2011,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.18138
2012,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.27539
2013,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.16629
2014,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.09827
2015,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.26383
2016,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.16277
2017,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.13437
2018,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)",Percent,0.07866
