Year,SERIES,UNIT_MEASURE,Value
2003,Proportion of domestic budget funded by domestic taxes,PT,83.47171
2004,Proportion of domestic budget funded by domestic taxes,PT,86.24788
2005,Proportion of domestic budget funded by domestic taxes,PT,59.63647
2006,Proportion of domestic budget funded by domestic taxes,PT,61.56456
2007,Proportion of domestic budget funded by domestic taxes,PT,57.82445
2008,Proportion of domestic budget funded by domestic taxes,PT,51.96723
2009,Proportion of domestic budget funded by domestic taxes,PT,46.89452
2010,Proportion of domestic budget funded by domestic taxes,PT,49.15388
2011,Proportion of domestic budget funded by domestic taxes,PT,51.64659
2012,Proportion of domestic budget funded by domestic taxes,PT,50.37305
2013,Proportion of domestic budget funded by domestic taxes,PT,49.38217
2014,Proportion of domestic budget funded by domestic taxes,PT,48.5627
2015,Proportion of domestic budget funded by domestic taxes,PT,53.03225
2016,Proportion of domestic budget funded by domestic taxes,PT,54.53435
2017,Proportion of domestic budget funded by domestic taxes,PT,56.92052
2018,Proportion of domestic budget funded by domestic taxes,PT,56.81212
2019,Proportion of domestic budget funded by domestic taxes,PT,56.38951
2020,Proportion of domestic budget funded by domestic taxes,PT,45.70763
2021,Proportion of domestic budget funded by domestic taxes,PT,53.0608
