Year,Value,UNIT_MEASURE,SERIES
2000,15.24948,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2001,16.11846,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2002,16.08008,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2003,16.43675,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2004,17.45184,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2005,16.46155,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2006,18.72169,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2007,18.7885,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2008,20.3794,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2009,23.78287,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2010,25.7402,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2011,28.10784,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2012,21.81644,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2013,24.029,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
2014,25.74,Милион тона еквивалента CO2,EN_ATM_GHGT_NAIP
