Year,Value,UNIT_MEASURE,SERIES
2008,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2009,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2010,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2011,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2012,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2013,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2014,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2015,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2016,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2017,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2018,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2019,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (СЕЕА таблице)
2008,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2009,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2010,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2011,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2012,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2013,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2014,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2015,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2016,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2017,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2018,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2019,0,Број,Примјена стандардних рачуноводствених алата за праћење економских аспеката и аспеката животне средине туризма (таблице сателитских рачуна туризма)
2008,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
2009,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
2010,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
2011,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
2012,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
2013,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
2014,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
2015,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
2016,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
2017,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
2018,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
2019,0,Број,Примјена стандардних рачуноводствених алата за праћење економских и еколошких аспеката туризма (број табела)
