Year,Value,UNIT_MEASURE,SERIES
2000,52,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2001,52,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2002,51,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2003,51,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2004,49,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2005,49,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2006,48,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2007,47,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2008,46,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2009,45,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2010,45,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2011,45,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2012,44,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2013,44,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2014,45,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2015,44,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2016,45,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2017,45,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2018,45,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
2018,46,Проценат,Удио становништва који се првенствено ослања на чиста горива и технологију
