Year,Value,UNIT_MEASURE,SERIES
2003,23.95627,Проценат,Укупни приходи државе као удио у БДП-у
2004,22.84454,Проценат,Укупни приходи државе као удио у БДП-у
2005,41.41298,Проценат,Укупни приходи државе као удио у БДП-у
2006,44.2008,Проценат,Укупни приходи државе као удио у БДП-у
2007,44.9061,Проценат,Укупни приходи државе као удио у БДП-у
2008,43.6401,Проценат,Укупни приходи државе као удио у БДП-у
2009,41.7375,Проценат,Укупни приходи државе као удио у БДП-у
2010,42.8564,Проценат,Укупни приходи државе као удио у БДП-у
2011,43.3316,Проценат,Укупни приходи државе као удио у БДП-у
2012,43.7502,Проценат,Укупни приходи државе као удио у БДП-у
2013,42.6583,Проценат,Укупни приходи државе као удио у БДП-у
2014,43.8087,Проценат,Укупни приходи државе као удио у БДП-у
2015,43.1511,Проценат,Укупни приходи државе као удио у БДП-у
2016,42.7015,Проценат,Укупни приходи државе као удио у БДП-у
2017,42.9602,Проценат,Укупни приходи државе као удио у БДП-у
2018,43.0637,Проценат,Укупни приходи државе као удио у БДП-у
2019,42.5493,Проценат,Укупни приходи државе као удио у БДП-у
2020,43.4322,Проценат,Укупни приходи државе као удио у БДП-у
2003,3519.0779,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2004,3654.7027,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2005,7122.063,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2006,8586.4407,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2007,9832.6954,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2008,10903.0922,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2009,10342.5251,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2010,10862.5909,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2011,11357.0551,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2012,11459.5153,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2013,11408.1339,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2014,11961.6905,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2015,12335.0872,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2016,12767.3369,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2017,13479.2972,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2018,14402.2588,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2019,15018.0991,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
2020,14430.7042,Локална валута (милиони),"Укупни државни приходи, у локалној валути"
