Year,Value,UNIT_MEASURE,SERIES
2000,12.67419,Проценат,DT_TDS_DECT
2001,11.979,Проценат,DT_TDS_DECT
2002,5.93503,Проценат,DT_TDS_DECT
2003,5.22393,Проценат,DT_TDS_DECT
2004,4.11623,Проценат,DT_TDS_DECT
2005,3.58475,Проценат,DT_TDS_DECT
2006,3.34136,Проценат,DT_TDS_DECT
2007,3.1481,Проценат,DT_TDS_DECT
2008,2.70532,Проценат,DT_TDS_DECT
2009,3.28689,Проценат,DT_TDS_DECT
2010,3.629,Проценат,DT_TDS_DECT
2011,3.68589,Проценат,DT_TDS_DECT
2012,4.4527,Проценат,DT_TDS_DECT
2013,7.053,Проценат,DT_TDS_DECT
2014,7.73086,Проценат,DT_TDS_DECT
2015,7.40867,Проценат,DT_TDS_DECT
2016,6.5877,Проценат,DT_TDS_DECT
2017,7.56039,Проценат,DT_TDS_DECT
2018,6.99986,Проценат,DT_TDS_DECT
