Year,SERIES,UNIT_MEASURE,Value
2002,DC_ODA_BDVL,Kонстантни амерички долари,0.76408
2003,DC_ODA_BDVL,Kонстантни амерички долари,0.3775
2004,DC_ODA_BDVL,Kонстантни амерички долари,4.52786
2005,DC_ODA_BDVL,Kонстантни амерички долари,0.6602
2006,DC_ODA_BDVL,Kонстантни амерички долари,1.836
2007,DC_ODA_BDVL,Kонстантни амерички долари,0.9378
2008,DC_ODA_BDVL,Kонстантни амерички долари,3.8267
2009,DC_ODA_BDVL,Kонстантни амерички долари,4.678
2010,DC_ODA_BDVL,Kонстантни амерички долари,13.3973
2011,DC_ODA_BDVL,Kонстантни амерички долари,1.2313
2012,DC_ODA_BDVL,Kонстантни амерички долари,2.9518
2013,DC_ODA_BDVL,Kонстантни амерички долари,1.2947
2014,DC_ODA_BDVL,Kонстантни амерички долари,1.6502
2015,DC_ODA_BDVL,Kонстантни амерички долари,0.8073
2016,DC_ODA_BDVL,Kонстантни амерички долари,4.4938
2017,DC_ODA_BDVL,Kонстантни амерички долари,20.5543
2018,DC_ODA_BDVL,Kонстантни амерички долари,12.5023
2019,DC_ODA_BDVL,Kонстантни амерички долари,19.5475
2020,DC_ODA_BDVL,Kонстантни амерички долари,9.9704
2021,DC_ODA_BDVL,Kонстантни амерички долари,4.7039
