Year,SERIES,UNIT_MEASURE,Value
2000,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,28.7138522
2001,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,26.0918173
2002,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,22.4884302
2003,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,20.7660871
2004,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,19.3767629
2005,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,18.1568243
2006,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,16.7042815
2007,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,17.0255092
2008,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,14.2191225
2009,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,12.0759216
2010,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,10.6091171
2011,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,10.5028651
2012,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,10.7141785
2013,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,10.7708945
2014,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,11.3541369
2015,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,11.1100604
2016,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,10.9144386
2017,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,11.1540444
2018,Количина дознака (у америчким доларима) као удио у укупном износу БДП-,Проценат,10.5231356
