Year,Value,UNIT_MEASURE,SERIES
2010,5.621349,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
2011,6.713456,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
2012,4.628105,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
2013,11.089195,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
2014,5.146457,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
2015,3.31023,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
2016,1.636805,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
2017,2.273013,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
2018,0.16191,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
2019,1.874828,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
2020,1.06642,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
2021,3.782544,(tekući američki dolari),Vrijednost u dolarima svih resursa dostupnih za jačanje statističkih kapaciteta u zemljama u razvoju
