Year,Value,UNIT_MEASURE,SERIES
2000,10762.64112,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2001,9619.50231,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2002,8835.22596,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2003,6706.3083,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2004,5271.01571,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2005,2625.92526,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2006,4716.11287,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2007,1930.4746,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2008,1865.89111,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2009,1788.26508,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2010,1640.33544,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2011,1554.6991,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2012,1403.5471,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2013,739.5636,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2014,613.1746,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2015,532.9656,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2016,523.0507,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2017,514.6183,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2018,499.0868,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2019,493.1006,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2020,470.4328,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2021,557.2211,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2022,600.71459,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
2023,599.93696,Na 100 000 stanovnika,"Udio stanovništva koje su izbjeglice, prema zemlji porijekla (%)"
