Year,Value,UNIT_MEASURE,SERIES
2002,0.76408,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2003,0.3775,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2004,4.52786,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2005,0.6602,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2006,1.836,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2007,0.9378,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2008,3.8267,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2009,4.678,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2010,13.3973,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2011,1.2313,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2012,2.9518,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2013,1.2947,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2014,1.6502,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2015,0.8073,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2016,4.4938,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2017,20.5543,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2018,12.5023,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2019,19.5475,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2020,9.9704,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
2021,4.7039,Konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primaocima (milioni američkih dolara konstanta 2022.)"
