Year,SERIES,UNIT_MEASURE,Value
2000,IT_MOB_2GNTWK,Postotak,60.0
2001,IT_MOB_2GNTWK,Postotak,80.0
2002,IT_MOB_2GNTWK,Postotak,90.0
2003,IT_MOB_2GNTWK,Postotak,93.0
2004,IT_MOB_2GNTWK,Postotak,95.0
2005,IT_MOB_2GNTWK,Postotak,97.0
2006,IT_MOB_2GNTWK,Postotak,99.0
2007,IT_MOB_2GNTWK,Postotak,99.0
2008,IT_MOB_2GNTWK,Postotak,99.3
2009,IT_MOB_2GNTWK,Postotak,99.5
2010,IT_MOB_2GNTWK,Postotak,99.7
2011,IT_MOB_2GNTWK,Postotak,99.7
2012,IT_MOB_2GNTWK,Postotak,99.8
2013,IT_MOB_2GNTWK,Postotak,99.8
2014,IT_MOB_2GNTWK,Postotak,99.8
2015,IT_MOB_2GNTWK,Postotak,100.0
2016,IT_MOB_2GNTWK,Postotak,100.0
2017,IT_MOB_2GNTWK,Postotak,100.0
2018,IT_MOB_2GNTWK,Postotak,100.0
2019,IT_MOB_2GNTWK,Postotak,100.0
2009,IT_MOB_3GNTWK,Postotak,25.0
2010,IT_MOB_3GNTWK,Postotak,60.0
2011,IT_MOB_3GNTWK,Postotak,70.0
2012,IT_MOB_3GNTWK,Postotak,72.0
2013,IT_MOB_3GNTWK,Postotak,90.0
2014,IT_MOB_3GNTWK,Postotak,95.0
2015,IT_MOB_3GNTWK,Postotak,95.0
2016,IT_MOB_3GNTWK,Postotak,95.0
2017,IT_MOB_3GNTWK,Postotak,95.0
2018,IT_MOB_3GNTWK,Postotak,95.0
2019,IT_MOB_3GNTWK,Postotak,95.0
2014,IT_MOB_4GNTWK,Postotak,0.0
2015,IT_MOB_4GNTWK,Postotak,0.0
2016,IT_MOB_4GNTWK,Postotak,0.0
2017,IT_MOB_4GNTWK,Postotak,0.0
2018,IT_MOB_4GNTWK,Postotak,0.0
